"date","year","month","day","9123001"
1979-03-28,1979,3,28,0.0087187705
1979-03-29,1979,3,29,0
1979-03-30,1979,3,30,0
1979-03-31,1979,3,31,0
1979-04-01,1979,4,1,0
1979-04-02,1979,4,2,0
1979-04-03,1979,4,3,0
1979-04-04,1979,4,4,0
1979-04-05,1979,4,5,0
1979-04-06,1979,4,6,0
1979-04-07,1979,4,7,0
1979-04-08,1979,4,8,0
1979-04-09,1979,4,9,0
1979-04-10,1979,4,10,0
1979-04-11,1979,4,11,0
1979-04-12,1979,4,12,0
1979-04-13,1979,4,13,0
1979-04-14,1979,4,14,0
1979-04-15,1979,4,15,0
1979-04-16,1979,4,16,0
1979-04-17,1979,4,17,0
1979-04-18,1979,4,18,0
1979-04-19,1979,4,19,0
1979-04-20,1979,4,20,0
1979-04-21,1979,4,21,0
1979-04-22,1979,4,22,0
1979-04-23,1979,4,23,0
1979-04-24,1979,4,24,0
1979-04-25,1979,4,25,0
1979-04-26,1979,4,26,0
1979-04-27,1979,4,27,32.508116
1979-04-28,1979,4,28,17.616546
1979-04-29,1979,4,29,0.017267171
1979-04-30,1979,4,30,8.0993187
1979-05-01,1979,5,1,43.793564
1979-05-02,1979,5,2,8.552053
1979-05-03,1979,5,3,0
1979-05-04,1979,5,4,0
1979-05-05,1979,5,5,0
1979-05-06,1979,5,6,0
1979-05-07,1979,5,7,0
1979-05-08,1979,5,8,0
1979-05-09,1979,5,9,13.379298
1979-05-10,1979,5,10,37.263237
1979-05-11,1979,5,11,0.8376748
1979-05-12,1979,5,12,9.546022
1979-05-13,1979,5,13,12.359028
1979-05-14,1979,5,14,30.145533
1979-05-15,1979,5,15,26.876839
1979-05-16,1979,5,16,44.810261
1979-05-17,1979,5,17,26.923529
1979-05-18,1979,5,18,19.845705
1979-05-19,1979,5,19,20.03349
1979-05-20,1979,5,20,27.539705
1979-05-21,1979,5,21,12.92165
1979-05-22,1979,5,22,0.72409995
1979-05-23,1979,5,23,0
1979-05-24,1979,5,24,25.185944
1979-05-25,1979,5,25,0.82078481
1979-05-26,1979,5,26,21.096847
1979-05-27,1979,5,27,28.584689
1979-05-28,1979,5,28,5.0722944
1979-05-29,1979,5,29,0
1979-05-30,1979,5,30,0
1979-05-31,1979,5,31,0
1979-06-01,1979,6,1,42.640902
1979-06-02,1979,6,2,24.201626
1979-06-03,1979,6,3,8.7793936
1979-06-04,1979,6,4,0
1979-06-05,1979,6,5,0
1979-06-06,1979,6,6,0
1979-06-07,1979,6,7,0
1979-06-08,1979,6,8,0
1979-06-09,1979,6,9,0
1979-06-10,1979,6,10,0
1979-06-11,1979,6,11,0
1979-06-12,1979,6,12,0
1979-06-13,1979,6,13,0
1979-06-14,1979,6,14,0
1979-06-15,1979,6,15,0.0053771841
1979-06-16,1979,6,16,0.007864566
1979-06-17,1979,6,17,1.6855348
1979-06-18,1979,6,18,44.731935
1979-06-19,1979,6,19,0
1979-06-20,1979,6,20,0
1979-06-21,1979,6,21,0
1979-06-22,1979,6,22,25.707656
1979-06-23,1979,6,23,1.3918893
1979-06-24,1979,6,24,0
1979-06-25,1979,6,25,0
1979-06-26,1979,6,26,0
1979-06-27,1979,6,27,0
1979-06-28,1979,6,28,0
1979-06-29,1979,6,29,0
1979-06-30,1979,6,30,0
1979-07-01,1979,7,1,0
1979-07-02,1979,7,2,0
1979-07-03,1979,7,3,0
1979-07-04,1979,7,4,0
1979-07-05,1979,7,5,0
1979-07-06,1979,7,6,0
1979-07-07,1979,7,7,0
1979-07-08,1979,7,8,0
1979-07-09,1979,7,9,0
1979-07-10,1979,7,10,0
1979-07-11,1979,7,11,6.7643668
1979-07-12,1979,7,12,10.779512
1979-07-13,1979,7,13,10.101057
1979-07-14,1979,7,14,7.9816381
1979-07-15,1979,7,15,0
1979-07-16,1979,7,16,17.954746
1979-07-17,1979,7,17,23.031506
1979-07-18,1979,7,18,0
1979-07-19,1979,7,19,0
1979-07-20,1979,7,20,3.2431438
1979-07-21,1979,7,21,0
1979-07-22,1979,7,22,25.773445
1979-07-23,1979,7,23,45.248016
1979-07-24,1979,7,24,31.722566
1979-07-25,1979,7,25,54.540175
1979-07-26,1979,7,26,34.924016
1979-07-27,1979,7,27,78.07552
1979-07-28,1979,7,28,53.346577
1979-07-29,1979,7,29,54.175742
1979-07-30,1979,7,30,23.353228
1979-07-31,1979,7,31,25.403141
1979-08-01,1979,8,1,24.212164
1979-08-02,1979,8,2,8.9364476
1979-08-03,1979,8,3,55.092543
1979-08-04,1979,8,4,18.946656
1979-08-05,1979,8,5,61.635578
1979-08-06,1979,8,6,4.2215631
1979-08-07,1979,8,7,6.799598
1979-08-08,1979,8,8,26.490529
1979-08-09,1979,8,9,5.6518991
1979-08-10,1979,8,10,0
1979-08-11,1979,8,11,0
1979-08-12,1979,8,12,0
1979-08-13,1979,8,13,0
1979-08-14,1979,8,14,0
1979-08-15,1979,8,15,0
1979-08-16,1979,8,16,0
1979-08-17,1979,8,17,0.3416284
1979-08-18,1979,8,18,0
1979-08-19,1979,8,19,13.355816
1979-08-20,1979,8,20,61.845516
1979-08-21,1979,8,21,12.553774
1979-08-22,1979,8,22,18.280608
1979-08-23,1979,8,23,72.966095
1979-08-24,1979,8,24,51.644822
1979-08-25,1979,8,25,34.700267
1979-08-26,1979,8,26,42.611658
1979-08-27,1979,8,27,11.455968
1979-08-28,1979,8,28,0
1979-08-29,1979,8,29,80.503535
1979-08-30,1979,8,30,23.220131
1979-08-31,1979,8,31,28.061777
1979-09-01,1979,9,1,19.581915
1979-09-02,1979,9,2,12.163788
1979-09-03,1979,9,3,0
1979-09-04,1979,9,4,0
1979-09-05,1979,9,5,0
1979-09-06,1979,9,6,0
1979-09-07,1979,9,7,0
1979-09-08,1979,9,8,0
1979-09-09,1979,9,9,13.737129
1979-09-10,1979,9,10,5.0228811
1979-09-11,1979,9,11,0
1979-09-12,1979,9,12,1.4657766
1979-09-13,1979,9,13,29.558668
1979-09-14,1979,9,14,17.093713
1979-09-15,1979,9,15,1.1142589
1979-09-16,1979,9,16,0
1979-09-17,1979,9,17,0
1979-09-18,1979,9,18,5.3822522
1979-09-19,1979,9,19,21.40348
1979-09-20,1979,9,20,12.937339
1979-09-21,1979,9,21,33.252388
1979-09-22,1979,9,22,76.644072
1979-09-23,1979,9,23,9.6417401
1979-09-24,1979,9,24,5.4888867
1979-09-25,1979,9,25,20.082306
1979-09-26,1979,9,26,5.9265858
1979-09-27,1979,9,27,13.275339
1979-09-28,1979,9,28,2.5353133
1979-09-29,1979,9,29,0
1979-09-30,1979,9,30,4.6665429
1979-10-01,1979,10,1,0
1979-10-02,1979,10,2,0
1979-10-03,1979,10,3,10.512296
1979-10-04,1979,10,4,6.7021551
1979-10-05,1979,10,5,0.0591401
1979-10-06,1979,10,6,0
1979-10-07,1979,10,7,0
1979-10-08,1979,10,8,0
1979-10-09,1979,10,9,0
1979-10-10,1979,10,10,0
1979-10-11,1979,10,11,0
1979-10-12,1979,10,12,0
1979-10-13,1979,10,13,0
1979-10-14,1979,10,14,0
1979-10-15,1979,10,15,0
1979-10-16,1979,10,16,0
1979-10-17,1979,10,17,0
1979-10-18,1979,10,18,0
1979-10-19,1979,10,19,6.3155173
1979-10-20,1979,10,20,14.621511
1979-10-21,1979,10,21,18.646886
1979-10-22,1979,10,22,6.2245538
1979-10-23,1979,10,23,29.078273
1979-10-24,1979,10,24,1.7791282
1979-10-25,1979,10,25,0
1979-10-26,1979,10,26,34.900042
1979-10-27,1979,10,27,0.09894722
1979-10-28,1979,10,28,20.140644
1979-10-29,1979,10,29,20.752232
1979-10-30,1979,10,30,29.167534
1979-10-31,1979,10,31,5.6973673
1979-11-01,1979,11,1,6.2535085
1979-11-02,1979,11,2,0
1979-11-03,1979,11,3,0
1979-11-04,1979,11,4,0
1979-11-05,1979,11,5,5.9064754
1979-11-06,1979,11,6,39.624262
1979-11-07,1979,11,7,0
1979-11-08,1979,11,8,0
1979-11-09,1979,11,9,0
1979-11-10,1979,11,10,0
1979-11-11,1979,11,11,44.254977
1979-11-12,1979,11,12,12.338619
1979-11-13,1979,11,13,0
1979-11-14,1979,11,14,0
1979-11-15,1979,11,15,5.650935
1979-11-16,1979,11,16,16.711919
1979-11-17,1979,11,17,26.833395
1979-11-18,1979,11,18,24.524681
1979-11-19,1979,11,19,25.043976
1979-11-20,1979,11,20,20.754113
1979-11-21,1979,11,21,13.716318
1979-11-22,1979,11,22,1.9252177e-05
1979-11-23,1979,11,23,0
1979-11-24,1979,11,24,0
1979-11-25,1979,11,25,0
1979-11-26,1979,11,26,0
1979-11-27,1979,11,27,0
1979-11-28,1979,11,28,3.5136963
1979-11-29,1979,11,29,16.40644
1979-11-30,1979,11,30,0
1979-12-01,1979,12,1,0
1979-12-02,1979,12,2,4.5241266
1979-12-03,1979,12,3,8.9468611
1979-12-04,1979,12,4,11.40608
1979-12-05,1979,12,5,47.676745
1979-12-06,1979,12,6,28.510525
1979-12-07,1979,12,7,10.412205
1979-12-08,1979,12,8,0
1979-12-09,1979,12,9,0
1979-12-10,1979,12,10,50.892119
1979-12-11,1979,12,11,38.883661
1979-12-12,1979,12,12,0
1979-12-13,1979,12,13,0
1979-12-14,1979,12,14,0
1979-12-15,1979,12,15,0
1979-12-16,1979,12,16,0
1979-12-17,1979,12,17,0
1979-12-18,1979,12,18,0
1979-12-19,1979,12,19,3.9944889
1979-12-20,1979,12,20,0
1979-12-21,1979,12,21,0
1979-12-22,1979,12,22,0
1979-12-23,1979,12,23,0
1979-12-24,1979,12,24,0
1979-12-25,1979,12,25,0
1979-12-26,1979,12,26,0
1979-12-27,1979,12,27,0
1979-12-28,1979,12,28,0
1979-12-29,1979,12,29,0
1979-12-30,1979,12,30,0
1979-12-31,1979,12,31,0
1980-01-01,1980,1,1,0
1980-01-02,1980,1,2,0
1980-01-03,1980,1,3,0
1980-01-04,1980,1,4,0
1980-01-05,1980,1,5,0
1980-01-06,1980,1,6,0
1980-01-07,1980,1,7,0
1980-01-08,1980,1,8,0
1980-01-09,1980,1,9,0
1980-01-10,1980,1,10,0
1980-01-11,1980,1,11,0
1980-01-12,1980,1,12,3.2802499
1980-01-13,1980,1,13,0
1980-01-14,1980,1,14,0.9859904
1980-01-15,1980,1,15,0
1980-01-16,1980,1,16,0
1980-01-17,1980,1,17,0
1980-01-18,1980,1,18,0
1980-01-19,1980,1,19,0
1980-01-20,1980,1,20,0
1980-01-21,1980,1,21,0
1980-01-22,1980,1,22,0
1980-01-23,1980,1,23,0
1980-01-24,1980,1,24,0
1980-01-25,1980,1,25,1.2143416
1980-01-26,1980,1,26,0
1980-01-27,1980,1,27,0
1980-01-28,1980,1,28,0
1980-01-29,1980,1,29,0
1980-01-30,1980,1,30,0
1980-01-31,1980,1,31,0
1980-02-01,1980,2,1,0
1980-02-02,1980,2,2,0
1980-02-03,1980,2,3,0
1980-02-04,1980,2,4,0
1980-02-05,1980,2,5,17.464905
1980-02-06,1980,2,6,13.650213
1980-02-07,1980,2,7,16.451684
1980-02-08,1980,2,8,46.892439
1980-02-09,1980,2,9,2.891047
1980-02-10,1980,2,10,72.336565
1980-02-11,1980,2,11,38.077538
1980-02-12,1980,2,12,0
1980-02-13,1980,2,13,0
1980-02-14,1980,2,14,0
1980-02-15,1980,2,15,0
1980-02-16,1980,2,16,0
1980-02-17,1980,2,17,0
1980-02-18,1980,2,18,0
1980-02-19,1980,2,19,0.00012884149
1980-02-20,1980,2,20,0
1980-02-21,1980,2,21,0.77847552
1980-02-22,1980,2,22,2.42275
1980-02-23,1980,2,23,0
1980-02-24,1980,2,24,0
1980-02-25,1980,2,25,5.1113544
1980-02-26,1980,2,26,8.0655356
1980-02-27,1980,2,27,47.791096
1980-02-28,1980,2,28,103.41199
1980-02-29,1980,2,29,0.023941463
1980-03-01,1980,3,1,0
1980-03-02,1980,3,2,0
1980-03-03,1980,3,3,15.06065
1980-03-04,1980,3,4,15.498404
1980-03-05,1980,3,5,11.047394
1980-03-06,1980,3,6,0
1980-03-07,1980,3,7,0
1980-03-08,1980,3,8,0
1980-03-09,1980,3,9,0
1980-03-10,1980,3,10,0
1980-03-11,1980,3,11,0
1980-03-12,1980,3,12,0
1980-03-13,1980,3,13,0.0014715557
1980-03-14,1980,3,14,0
1980-03-15,1980,3,15,0
1980-03-16,1980,3,16,0
1980-03-17,1980,3,17,0
1980-03-18,1980,3,18,0
1980-03-19,1980,3,19,0
1980-03-20,1980,3,20,0
1980-03-21,1980,3,21,22.600116
1980-03-22,1980,3,22,0
1980-03-23,1980,3,23,0
1980-03-24,1980,3,24,0
1980-03-25,1980,3,25,6.7698501
1980-03-26,1980,3,26,15.347192
1980-03-27,1980,3,27,0.34772013
1980-03-28,1980,3,28,0
1980-03-29,1980,3,29,0
1980-03-30,1980,3,30,0
1980-03-31,1980,3,31,0
1980-04-01,1980,4,1,0
1980-04-02,1980,4,2,46.741282
1980-04-03,1980,4,3,6.2806543
1980-04-04,1980,4,4,0
1980-04-05,1980,4,5,0
1980-04-06,1980,4,6,0
1980-04-07,1980,4,7,24.704002
1980-04-08,1980,4,8,40.388394
1980-04-09,1980,4,9,44.125449
1980-04-10,1980,4,10,35.647498
1980-04-11,1980,4,11,18.281137
1980-04-12,1980,4,12,8.9019391
1980-04-13,1980,4,13,0.5209596
1980-04-14,1980,4,14,0
1980-04-15,1980,4,15,0
1980-04-16,1980,4,16,39.231868
1980-04-17,1980,4,17,0.0066586692
1980-04-18,1980,4,18,0
1980-04-19,1980,4,19,0
1980-04-20,1980,4,20,0
1980-04-21,1980,4,21,8.0396751
1980-04-22,1980,4,22,41.459704
1980-04-23,1980,4,23,37.010406
1980-04-24,1980,4,24,9.5122312
1980-04-25,1980,4,25,12.877636
1980-04-26,1980,4,26,9.1799298
1980-04-27,1980,4,27,18.962217
1980-04-28,1980,4,28,0
1980-04-29,1980,4,29,0
1980-04-30,1980,4,30,0
1980-05-01,1980,5,1,0
1980-05-02,1980,5,2,0
1980-05-03,1980,5,3,9.8839525
1980-05-04,1980,5,4,22.100538
1980-05-05,1980,5,5,1.6736005
1980-05-06,1980,5,6,13.944372
1980-05-07,1980,5,7,0
1980-05-08,1980,5,8,35.32527
1980-05-09,1980,5,9,57.656634
1980-05-10,1980,5,10,37.890246
1980-05-11,1980,5,11,108.76071
1980-05-12,1980,5,12,81.490882
1980-05-13,1980,5,13,66.450177
1980-05-14,1980,5,14,9.5982952
1980-05-15,1980,5,15,0
1980-05-16,1980,5,16,0
1980-05-17,1980,5,17,6.9865866
1980-05-18,1980,5,18,20.88759
1980-05-19,1980,5,19,38.325036
1980-05-20,1980,5,20,43.626903
1980-05-21,1980,5,21,38.097201
1980-05-22,1980,5,22,47.546782
1980-05-23,1980,5,23,18.134934
1980-05-24,1980,5,24,0
1980-05-25,1980,5,25,0
1980-05-26,1980,5,26,43.782059
1980-05-27,1980,5,27,28.43016
1980-05-28,1980,5,28,21.944713
1980-05-29,1980,5,29,60.719277
1980-05-30,1980,5,30,25.253117
1980-05-31,1980,5,31,0
1980-06-01,1980,6,1,0
1980-06-02,1980,6,2,0
1980-06-03,1980,6,3,0.096567672
1980-06-04,1980,6,4,25.488509
1980-06-05,1980,6,5,16.55655
1980-06-06,1980,6,6,6.5779776
1980-06-07,1980,6,7,20.847894
1980-06-08,1980,6,8,23.188546
1980-06-09,1980,6,9,0
1980-06-10,1980,6,10,0
1980-06-11,1980,6,11,0
1980-06-12,1980,6,12,0
1980-06-13,1980,6,13,0
1980-06-14,1980,6,14,34.603079
1980-06-15,1980,6,15,36.115868
1980-06-16,1980,6,16,22.464686
1980-06-17,1980,6,17,38.460201
1980-06-18,1980,6,18,0
1980-06-19,1980,6,19,0
1980-06-20,1980,6,20,11.417876
1980-06-21,1980,6,21,6.92292
1980-06-22,1980,6,22,56.011986
1980-06-23,1980,6,23,14.363637
1980-06-24,1980,6,24,22.705645
1980-06-25,1980,6,25,0
1980-06-26,1980,6,26,71.044189
1980-06-27,1980,6,27,61.199622
1980-06-28,1980,6,28,1.8458192
1980-06-29,1980,6,29,0.63893244
1980-06-30,1980,6,30,0
1980-07-01,1980,7,1,0
1980-07-02,1980,7,2,0
1980-07-03,1980,7,3,0
1980-07-04,1980,7,4,0
1980-07-05,1980,7,5,0.29839459
1980-07-06,1980,7,6,5.411885
1980-07-07,1980,7,7,4.8937638
1980-07-08,1980,7,8,0
1980-07-09,1980,7,9,0
1980-07-10,1980,7,10,0
1980-07-11,1980,7,11,0
1980-07-12,1980,7,12,63.180177
1980-07-13,1980,7,13,5.8385528
1980-07-14,1980,7,14,0
1980-07-15,1980,7,15,0
1980-07-16,1980,7,16,0
1980-07-17,1980,7,17,54.61646
1980-07-18,1980,7,18,32.633745
1980-07-19,1980,7,19,16.973397
1980-07-20,1980,7,20,46.774775
1980-07-21,1980,7,21,8.8863341
1980-07-22,1980,7,22,0
1980-07-23,1980,7,23,0
1980-07-24,1980,7,24,9.8386275
1980-07-25,1980,7,25,19.464752
1980-07-26,1980,7,26,20.722503
1980-07-27,1980,7,27,39.969171
1980-07-28,1980,7,28,12.477839
1980-07-29,1980,7,29,0
1980-07-30,1980,7,30,5.3993629
1980-07-31,1980,7,31,0.016794305
1980-08-01,1980,8,1,0
1980-08-02,1980,8,2,8.7732774
1980-08-03,1980,8,3,14.115673
1980-08-04,1980,8,4,3.8383316
1980-08-05,1980,8,5,49.483852
1980-08-06,1980,8,6,35.506983
1980-08-07,1980,8,7,56.332959
1980-08-08,1980,8,8,51.950512
1980-08-09,1980,8,9,19.396619
1980-08-10,1980,8,10,0
1980-08-11,1980,8,11,0
1980-08-12,1980,8,12,0
1980-08-13,1980,8,13,0
1980-08-14,1980,8,14,26.464327
1980-08-15,1980,8,15,19.744906
1980-08-16,1980,8,16,0
1980-08-17,1980,8,17,9.4363343
1980-08-18,1980,8,18,11.625974
1980-08-19,1980,8,19,27.836121
1980-08-20,1980,8,20,17.908202
1980-08-21,1980,8,21,0
1980-08-22,1980,8,22,0
1980-08-23,1980,8,23,0
1980-08-24,1980,8,24,2.5031582
1980-08-25,1980,8,25,0
1980-08-26,1980,8,26,0
1980-08-27,1980,8,27,0
1980-08-28,1980,8,28,0
1980-08-29,1980,8,29,13.645081
1980-08-30,1980,8,30,16.001286
1980-08-31,1980,8,31,0
1980-09-01,1980,9,1,0
1980-09-02,1980,9,2,0.00012291775
1980-09-03,1980,9,3,0
1980-09-04,1980,9,4,0
1980-09-05,1980,9,5,0
1980-09-06,1980,9,6,26.836327
1980-09-07,1980,9,7,9.8959144
1980-09-08,1980,9,8,0
1980-09-09,1980,9,9,0
1980-09-10,1980,9,10,0
1980-09-11,1980,9,11,0
1980-09-12,1980,9,12,5.4427968
1980-09-13,1980,9,13,5.403346
1980-09-14,1980,9,14,0
1980-09-15,1980,9,15,0
1980-09-16,1980,9,16,0
1980-09-17,1980,9,17,16.91847
1980-09-18,1980,9,18,0
1980-09-19,1980,9,19,0
1980-09-20,1980,9,20,0
1980-09-21,1980,9,21,0
1980-09-22,1980,9,22,0
1980-09-23,1980,9,23,0
1980-09-24,1980,9,24,0
1980-09-25,1980,9,25,12.078395
1980-09-26,1980,9,26,10.820204
1980-09-27,1980,9,27,0.0011405891
1980-09-28,1980,9,28,33.483906
1980-09-29,1980,9,29,15.481319
1980-09-30,1980,9,30,5.6011835
1980-10-01,1980,10,1,0
1980-10-02,1980,10,2,0
1980-10-03,1980,10,3,0
1980-10-04,1980,10,4,0
1980-10-05,1980,10,5,0
1980-10-06,1980,10,6,4.4712813
1980-10-07,1980,10,7,0
1980-10-08,1980,10,8,0
1980-10-09,1980,10,9,1.6876576
1980-10-10,1980,10,10,0
1980-10-11,1980,10,11,0
1980-10-12,1980,10,12,0
1980-10-13,1980,10,13,0
1980-10-14,1980,10,14,0
1980-10-15,1980,10,15,0
1980-10-16,1980,10,16,0
1980-10-17,1980,10,17,0
1980-10-18,1980,10,18,0
1980-10-19,1980,10,19,0
1980-10-20,1980,10,20,5.9392529
1980-10-21,1980,10,21,1.364396
1980-10-22,1980,10,22,0
1980-10-23,1980,10,23,0
1980-10-24,1980,10,24,0
1980-10-25,1980,10,25,0
1980-10-26,1980,10,26,0
1980-10-27,1980,10,27,0
1980-10-28,1980,10,28,2.8249681
1980-10-29,1980,10,29,0
1980-10-30,1980,10,30,0
1980-10-31,1980,10,31,0
1980-11-01,1980,11,1,0
1980-11-02,1980,11,2,33.99406
1980-11-03,1980,11,3,0
1980-11-04,1980,11,4,2.6432227
1980-11-05,1980,11,5,25.189074
1980-11-06,1980,11,6,49.2226
1980-11-07,1980,11,7,3.1876723
1980-11-08,1980,11,8,0
1980-11-09,1980,11,9,0.76029038
1980-11-10,1980,11,10,0
1980-11-11,1980,11,11,0
1980-11-12,1980,11,12,0
1980-11-13,1980,11,13,0
1980-11-14,1980,11,14,0
1980-11-15,1980,11,15,0.11513515
1980-11-16,1980,11,16,0
1980-11-17,1980,11,17,0
1980-11-18,1980,11,18,15.162825
1980-11-19,1980,11,19,12.202713
1980-11-20,1980,11,20,0.23046296
1980-11-21,1980,11,21,4.2297532
1980-11-22,1980,11,22,0
1980-11-23,1980,11,23,0
1980-11-24,1980,11,24,0
1980-11-25,1980,11,25,0
1980-11-26,1980,11,26,0
1980-11-27,1980,11,27,0
1980-11-28,1980,11,28,0
1980-11-29,1980,11,29,0
1980-11-30,1980,11,30,0
1980-12-01,1980,12,1,0
1980-12-02,1980,12,2,0
1980-12-03,1980,12,3,0
1980-12-04,1980,12,4,0.60186794
1980-12-05,1980,12,5,0
1980-12-06,1980,12,6,0
1980-12-07,1980,12,7,0
1980-12-08,1980,12,8,0
1980-12-09,1980,12,9,7.7292593
1980-12-10,1980,12,10,0.29580426
1980-12-11,1980,12,11,0
1980-12-12,1980,12,12,42.177641
1980-12-13,1980,12,13,0.013471627
1980-12-14,1980,12,14,0
1980-12-15,1980,12,15,0
1980-12-16,1980,12,16,10.390159
1980-12-17,1980,12,17,8.5744375
1980-12-18,1980,12,18,9.6038045
1980-12-19,1980,12,19,0
1980-12-20,1980,12,20,0
1980-12-21,1980,12,21,0
1980-12-22,1980,12,22,0
1980-12-23,1980,12,23,0
1980-12-24,1980,12,24,0
1980-12-25,1980,12,25,0
1980-12-26,1980,12,26,0
1980-12-27,1980,12,27,0
1980-12-28,1980,12,28,2.4190836
1980-12-29,1980,12,29,80.376148
1980-12-30,1980,12,30,29.492952
1980-12-31,1980,12,31,6.0194268
1981-01-01,1981,1,1,0
1981-01-02,1981,1,2,0
1981-01-03,1981,1,3,0
1981-01-04,1981,1,4,0
1981-01-05,1981,1,5,4.0747027
1981-01-06,1981,1,6,0
1981-01-07,1981,1,7,0
1981-01-08,1981,1,8,0
1981-01-09,1981,1,9,0
1981-01-10,1981,1,10,3.685677
1981-01-11,1981,1,11,0
1981-01-12,1981,1,12,0
1981-01-13,1981,1,13,0
1981-01-14,1981,1,14,0.13340665
1981-01-15,1981,1,15,0
1981-01-16,1981,1,16,0
1981-01-17,1981,1,17,53.5203
1981-01-18,1981,1,18,82.21343
1981-01-19,1981,1,19,95.242122
1981-01-20,1981,1,20,1.4768695
1981-01-21,1981,1,21,0
1981-01-22,1981,1,22,17.752815
1981-01-23,1981,1,23,13.566773
1981-01-24,1981,1,24,18.126106
1981-01-25,1981,1,25,12.275221
1981-01-26,1981,1,26,14.703847
1981-01-27,1981,1,27,6.5426726
1981-01-28,1981,1,28,0
1981-01-29,1981,1,29,0
1981-01-30,1981,1,30,0
1981-01-31,1981,1,31,0
1981-02-01,1981,2,1,0
1981-02-02,1981,2,2,0.35016021
1981-02-03,1981,2,3,0
1981-02-04,1981,2,4,0
1981-02-05,1981,2,5,0
1981-02-06,1981,2,6,18.582416
1981-02-07,1981,2,7,2.905798
1981-02-08,1981,2,8,0
1981-02-09,1981,2,9,0
1981-02-10,1981,2,10,0
1981-02-11,1981,2,11,0
1981-02-12,1981,2,12,10.930028
1981-02-13,1981,2,13,0
1981-02-14,1981,2,14,0
1981-02-15,1981,2,15,0
1981-02-16,1981,2,16,0
1981-02-17,1981,2,17,0
1981-02-18,1981,2,18,0
1981-02-19,1981,2,19,0
1981-02-20,1981,2,20,0
1981-02-21,1981,2,21,0
1981-02-22,1981,2,22,0
1981-02-23,1981,2,23,0
1981-02-24,1981,2,24,0.0058563826
1981-02-25,1981,2,25,0
1981-02-26,1981,2,26,0
1981-02-27,1981,2,27,0
1981-02-28,1981,2,28,0
1981-03-01,1981,3,1,0
1981-03-02,1981,3,2,0
1981-03-03,1981,3,3,0
1981-03-04,1981,3,4,0
1981-03-05,1981,3,5,0
1981-03-06,1981,3,6,0
1981-03-07,1981,3,7,0
1981-03-08,1981,3,8,0
1981-03-09,1981,3,9,0
1981-03-10,1981,3,10,0
1981-03-11,1981,3,11,0
1981-03-12,1981,3,12,0
1981-03-13,1981,3,13,16.104998
